AtcoCode,TiplocCode,CrsCode,StationName,StationNameLang,GridType,Easting,Northing,CreationDateTime,ModificationDateTime,RevisionNumber,Modification
9100IVRNESS,IVRNESS,INV,Inverness Rail Station,,U,266788,845473,,,,
9100GARROWH,GARROWH,GAR,Garrowhill Rail Station,,U,266800,664500,,,,
9100BALISTN,BALISTN,BIO,Baillieston Rail Station,,U,267750,663275,,,,
9100LANFRFC,LANFRFC,LLF,Llanfairfechan Rail Station,,U,267800,375200,,,,
9100ESHS,ESHS,EST,Easterhouse Rail Station,,U,268210,664960,,,,
9100EGGESFD,EGGESFD,EGG,Eggesford Rail Station,,U,268230,111480,,,,
9100BLANTYR,BLANTYR,BLT,Blantyre Rail Station,,U,269265,657975,,,,
9100UDNGSTN,UDNGSTN,UDD,Uddingston Rail Station,,U,269370,660890,,,,
9100DOVYJN,DOVYJN,DVY,Dovey Junction Rail Station,,U,269690,298020,,,,
9100LLNSMLT,LLNSMLT,LAS,Llansamlet Rail Station,,U,269740,197540,,,,
9100LLGADOG,LLGADOG,LLG,Llangadog Rail Station,,U,269960,228550,,,,
9100BLAENAU,BLAENAU,BFF,Blaenau Ffestiniog Rail Station,,U,269984,345894,,,,
9100GRTCSH,GRTCSH,GRH,Gartcosh Rail Station,,U,270029,667790,,,,
9100BRGDDIE,BRGDDIE,BGI,Bargeddie Rail Station,,U,270270,663955,,,,
9100IVRGRD,IVRGRD,IGD,Invergordon Rail Station,,U,270443,868656,,,,
9100HAMLTNW,HAMLTNW,HNW,Hamilton West Rail Station,,U,271220,655860,,,,
9100ROMANBG,ROMANBG,RMB,Roman Bridge Rail Station,,U,271270,351410,,,,
9100LLWRDA,LLWRDA,LNR,Llanwrda Rail Station,,U,271500,231000,,,,
9100NWTM,NWTM,NWR,Newtonmore Rail Station,,U,271580,798450,,,,
9100PNMNMWR,PNMNMWR,PMW,Penmaenmawr Rail Station,,U,271821,376557,,,,
9100KRKWOOD,KRKWOOD,KWD,Kirkwood Rail Station,,U,271870,664230,,,,
9100HAMLTNC,HAMLTNC,HNC,Hamilton Central Rail Station,,U,272200,655200,,,,
9100BLAIRHL,BLAIRHL,BAI,Blairhill Rail Station,,U,272230,665585,,,,
9100SKEWEN,SKEWEN,SKE,Skewen Rail Station,,U,272380,197460,,,,
9100ROGART,ROGART,ROG,Rogart Rail Station,,U,272500,901980,,,,
9100LAPFORD,LAPFORD,LAP,Lapford Rail Station,,U,272655,107950,,,,
9100COATBDC,COATBDC,CBC,Coatbridge Central Rail Station,,U,272930,665125,,,,
9100CROY,CROY,CRO,Croy Rail Station,,U,272980,675500,,,,
9100COATBDS,COATBDS,CBS,Coatbridge Sunnyside Rail Station,,U,273170,665600,,,,
9100BLSHL,BLSHL,BLH,Bellshill Rail Station,,U,273245,660055,,,,
9100KRKC,KRKC,KRK,Kirkconnel Rail Station,,U,273500,612300,,,,
9100WHIFLET,WHIFLET,WFF,Whifflet Rail Station,,U,273730,664120,,,,
9100DLWYDLN,DLWYDLN,DWD,Dolwyddelan Rail Station,,U,273740,352190,,,,
9100BRITFRY,BRITFRY,BNF,Briton Ferry Rail Station,,U,274200,194800,,,,
9100CHTLRT,CHTLRT,CTE,Chatelherault Rail Station,,U,274320,654250,,,,
9100MCHYNLT,MCHYNLT,MCN,Machynlleth Rail Station,,U,274480,301320,,,,
9100COATDYK,COATDYK,COA,Coatdyke Rail Station,,U,274620,665280,,,,
9100BGLAN,BGLAN,BAJ,Baglan Rail Station,,U,274700,192300,,,,
9100MOCHARD,MOCHARD,MRD,Morchard Road Rail Station,,U,275000,105100,,,,
9100AIRBLES,AIRBLES,AIR,Airbles Rail Station,,U,275034,656191,,,,
9100MOTHRWL,MOTHRWL,MTH,Motherwell Rail Station,,U,275054,657175,,,,
9100NEATH,NEATH,NTH,Neath Rail Station,,U,275100,197500,,,,
9100PNYPANT,PNYPANT,PYP,Pont-y-Pant Rail Station,,U,275280,353610,,,,
9100GRNFLDS,GRNFLDS,GRL,Greenfaulds Rail Station,,U,275591,673147,,,,
9100KGUSSIE,KGUSSIE,KIN,Kingussie Rail Station,,U,275700,800400,,,,
9100MRRYTON,MRRYTON,MEY,Merryton Rail Station,,U,275925,652365,,,,
9100AIRDRIE,AIRDRIE,ADR,Airdrie Rail Station,,U,276000,665200,,,,
9100LARKHAL,LARKHAL,LRH,Larkhall Rail Station,,U,276065,651235,,,,
9100LLDVERY,LLDVERY,LLV,Llandovery Rail Station,,U,276320,234520,,,,
9100HOLYTWN,HOLYTWN,HLY,Holytown Rail Station,,U,276400,659500,,,,
9100CMBRNLD,CMBRNLD,CUB,Cumbernauld Rail Station,,U,276410,673880,,,,
9100COPLSTN,COPLSTN,COP,Copplestone Rail Station,,U,276700,103120,,,,
9100PTALBOT,PTALBOT,PTA,Port Talbot Parkway Rail Station,,U,276700,189600,,,,
9100SHILDMR,SHILDMR,SDM,Shieldmuir Rail Station,,U,277350,655530,,,,
9100CARFIN,CARFIN,CRF,Carfin Rail Station,,U,277490,658850,,,,
9100DEGANWY,DEGANWY,DGY,Deganwy Rail Station,,U,277900,379100,,,,
9100CONWY,CONWY,CNW,Conwy Rail Station,,U,278049,377466,,,,
9100DUNANE,DUNANE,DBL,Dunblane Rail Station,,U,278110,700990,,,,
9100SANQHAR,SANQHAR,SQH,Sanquhar Rail Station,,U,278130,610150,,,,
9100DRMGLCH,DRMGLCH,DRU,Drumgelloch Rail Station,,U,278140,665515,,,,
9100TAIN,TAIN,TAI,Tain Rail Station,,U,278185,882385,,,,
9100DOLGARG,DOLGARG,DLG,Dolgarrog Rail Station,,U,278309,367024,,,,
9100YEOFORD,YEOFORD,YEO,Yeoford Rail Station,,U,278325,98905,,,,
9100LUDO,LUDO,LLD,Llandudno Rail Station,,U,278400,382000,,,,
9100BGOALAN,BGOALAN,BEA,Bridge of Allan Rail Station,,U,278530,697720,,,,
9100TALYCFN,TALYCFN,TLC,Tal-y-Cafn Rail Station,,U,278720,371690,,,,
9100WISHAW,WISHAW,WSH,Wishaw Rail Station,,U,279250,654870,,,,
9100LANDUDJ,LANDUDJ,LLJ,Llandudno Junction Rail Station,,U,279488,377857,,,,
9100BETSYCD,BETSYCD,BYC,Betws-y-Coed Rail Station,,U,279500,356500,,,,
9100NLANRST,NLANRST,NLR,North Llanrwst Rail Station,,U,279520,362260,,,,
9100STIRLNG,STIRLNG,STG,Stirling Rail Station,,U,279757,693585,,,,
9100LNRWST,LNRWST,LWR,Llanrwst Rail Station,,U,280063,361693,,,,
9100TOTNES,TOTNES,TOT,Totnes Rail Station,,U,280170,60920,,,,
9100GLNCNWY,GLNCNWY,GCW,Glan Conwy Rail Station,,U,280200,376000,,,,
9100CYNGHRD,CYNGHRD,CYN,Cynghordy Rail Station,,U,280220,240677,,,,
9100CLELAND,CLELAND,CEA,Cleland Rail Station,,U,280365,658470,,,,
9100FEARN,FEARN,FRN,Fearn Rail Station,,U,281518,878244,,,,
9100CLDRCRX,CLDRCRX,CAC,Caldercruix Rail Station,,U,282030,667700,,,,
9100PYLE,PYLE,PYL,Pyle Rail Station,,U,282297,182125,,,,
9100GOLSPIE,GOLSPIE,GOL,Golspie Rail Station,,U,282550,899750,,,,
9100CRLK,CRLK,CLU,Carluke Rail Station,,U,283990,650200,,,,
9100CREDITN,CREDITN,CDI,Crediton Rail Station,,U,284005,99485,,,,
9100SGRLOAF,SGRLOAF,SUG,Sugar Loaf Rail Station,,U,284500,244000,,,,
9100HRTW,HRTW,HTW,Hartwood Rail Station,,U,284830,659110,,,,
9100DNROBIN,DNROBIN,DNO,Dunrobin Castle Rail Station,,U,284860,901250,,,,
9100CBAY,CBAY,CWB,Colwyn Bay Rail Station,,U,285100,379100,,,,
9100MAESTGW,MAESTGW,MST,Maesteg Rail Station,,U,285520,191420,,,,
9100MAESTER,MAESTER,MEW,Maesteg (Ewenny Road) Rail Station,,U,285900,190900,,,,
9100LARBERT,LARBERT,LBT,Larbert Rail Station,,U,286000,682600,,,,
9100KINBRAC,KINBRAC,KBC,Kinbrace Rail Station,,U,286190,931600,,,,
9100GRTHMG,GRTHMG,GMG,Garth (Bridgend) Rail Station,,U,286400,189900,,,,
9100NABT,NABT,NTA,Newton Abbot Rail Station,,U,286752,71200,,,,
9100CAMELON,CAMELON,CMO,Camelon Rail Station,,U,286760,680730,,,,
9100BLARATH,BLARATH,BLA,Blair Atholl Rail Station,,U,287000,765300,,,,
9100SHTT,SHTT,SHS,Shotts Rail Station,,U,287420,659840,,,,
9100NSTCYRE,NSTCYRE,NTC,Newton St Cyres Rail Station,,U,288040,98910,,,,
9100NAIRN,NAIRN,NRN,Nairn Rail Station,,U,288160,856010,,,,
9100FALKRKH,FALKRKH,FKK,Falkirk High Rail Station,,U,288300,679100,,,,
9100LLWRTYW,LLWRTYW,LNW,Llanwrtyd Rail Station,,U,288310,246410,,,,
9100LANARK,LANARK,LNK,Lanark Rail Station,,U,288575,643660,,,,
9100FALKRKG,FALKRKG,FKG,Falkirk Grahamston Rail Station,,U,288780,680290,,,,
9100ALLOA,ALLOA,ALO,Alloa Rail Station,,U,288800,693115,,,,
9100PAIGNTN,PAIGNTN,PGN,Paignton Rail Station,,U,288960,60600,,,,
9100FORSNRD,FORSNRD,FRS,Forsinard Rail Station,,U,289100,942500,,,,
9100TONDU,TONDU,TDU,Tondu Rail Station,,U,289460,184370,,,,
9100AVIEMRE,AVIEMRE,AVM,Aviemore Rail Station,,U,289566,812339,,,,
9100SARN,SARN,SRR,Sarn Rail Station,,U,289830,183400,,,,
9100CARRBDG,CARRBDG,CAG,Carrbridge Rail Station,,U,289878,822465,,,,
9100KILDONN,KILDONN,KIL,Kildonan Rail Station,,U,290150,921740,,,,
9100TORRE,TORRE,TRR,Torre Rail Station,,U,290360,64850,,,,
9100WLDMILL,WLDMILL,WMI,Wildmill Rail Station,,U,290500,181400,,,,
9100TORQUAY,TORQUAY,TQY,Torquay Rail Station,,U,290555,63505,,,,
9100BLKRDGE,BLKRDGE,BKR,Blackridge Rail Station,,U,290582,667064,,,,
9100BRORA,BRORA,BRA,Brora Rail Station,,U,290657,904141,,,,
9100BRGEND,BRGEND,BGN,Bridgend Rail Station,,U,290769,179848,,,,
9100EXETRSD,EXETRSD,EXD,Exeter St Davids Rail Station,,U,291175,93320,,,,
9100EXETRST,EXETRST,EXT,Exeter St Thomas Rail Station,,U,291461,91965,,,,
9100EXETERC,EXETERC,EXC,Exeter Central Rail Station,,U,291875,92995,,,,
9100FAULDHS,FAULDHS,FLD,Fauldhouse Rail Station,,U,292380,660140,,,,
9100STJAMSP,STJAMSP,SJP,St James Park (Devon) Rail Station,,U,292682,93498,,,,
9100GLNEGLS,GLNEGLS,GLE,Gleneagles Rail Station,,U,292900,710500,,,,
9100POLMONT,POLMONT,PMT,Polmont Rail Station,,U,293100,678190,,,,
9100LLGMMRW,LLGMMRW,LLM,Llangammarch Rail Station,,U,293630,247360,,,,
9100PTLCHRY,PTLCHRY,PIT,Pitlochry Rail Station,,U,293830,758100,,,,
9100TREHRBT,TREHRBT,TRB,Treherbert Rail Station,,U,293860,198170,,,,
9100ARMDALE,ARMDALE,ARM,Armadale (W Lothian) Rail Station,,U,294050,667140,,,,
9100POLSBDG,POLSBDG,POL,Polsloe Bridge Rail Station,,U,294097,93483,,,,
9100TEINMTH,TEINMTH,TGM,Teignmouth Rail Station,,U,294200,73100,,,,
9100ABGLELE,ABGLELE,AGL,Abergele & Pensarn Rail Station,,U,294612,378681,,,,
9100YNYSWEN,YNYSWEN,YNW,Ynyswen Rail Station,,U,294860,197340,,,,
9100CRSTRS,CRSTRS,CRS,Carstairs Rail Station,,U,295213,645437,,,,
9100GARTH,GARTH,GTH,Garth (Powys) Rail Station,,U,295380,249430,,,,
9100BREICH,BREICH,BRC,Breich Rail Station,,U,295600,660600,,,,
9100TREORCY,TREORCY,TRY,Treorchy Rail Station,,U,295940,196490,,,,
9100PENCOED,PENCOED,PCD,Pencoed Rail Station,,U,296000,181700,,,,
9100DIGBY,DIGBY,DIG,Digby & Sowton Rail Station,,U,296062,91520,,,,
9100NWCOURT,NWCOURT,NCO,Newcourt Rail Station,,U,296097,90524,,,,
9100DAWLISH,DAWLISH,DWL,Dawlish Rail Station,,U,296400,76700,,,,
9100PINHOE,PINHOE,PIN,Pinhoe Rail Station,,U,296413,94160,,,,
9100TOPSHAM,TOPSHAM,TOP,Topsham Rail Station,,U,296646,88419,,,,
9100STBEES,STBEES,SBS,St Bees Rail Station,,U,297035,511965,,,,
9100LLNWTMR,LLNWTMR,LWM,Llantwit Major Rail Station,,U,297050,168900,,,,
9100TONPNTR,TONPNTR,TPN,Ton Pentre Rail Station,,U,297270,195380,,,,
9100WHITHVN,WHITHVN,WTH,Whitehaven Rail Station,,U,297460,518690,,,,
9100DUMFRES,DUMFRES,DMF,Dumfries Rail Station,,U,297660,576520,,,,
9100STRCROS,STRCROS,SCS,Starcross Rail Station,,U,297700,81900,,,,
9100CRCK,CRCK,CKL,Corkickle Rail Station,,U,297740,517420,,,,
9100BTHGATE,BTHGATE,BHG,Bathgate Rail Station,,U,297790,668324,,,,
9100PARTON,PARTON,PRN,Parton Rail Station,,U,297900,520610,,,,
9100DAWLSHW,DAWLSHW,DWW,Dawlish Warren Rail Station,,U,297930,78660,,,,
9100EXTON,EXTON,EXN,Exton Rail Station,,U,298043,86399,,,,
9100LYMPSTC,LYMPSTC,LYC,Lympstone Commando Rail Station,,U,298260,85720,,,,
9100NETHRTN,NETHRTN,NRT,Nethertown Rail Station,,U,298585,507910,,,,
9100YTRHOND,YTRHOND,YSR,Ystrad Rhondda Rail Station,,U,298610,194890,,,,
9100LYMPSTN,LYMPSTN,LYM,Lympstone Village Rail Station,,U,298925,84156,,,,
9100HNGT,HNGT,HRR,Harrington Rail Station,,U,298995,525385,,,,
9100ADIEWEL,ADIEWEL,ADW,Addiewell Rail Station,,U,299500,662300,,,,
9100LLWYNYP,LLWYNYP,LLY,Llwynypia Rail Station,,U,299500,193800,,,,
9100WKNT,WKNT,WKG,Workington Rail Station,,U,299526,528892,,,,
9100TNYPNDY,TNYPNDY,TNP,Tonypandy Rail Station,,U,299790,192210,,,,
9100CBRK,CBRK,CBK,Cranbrook Rail Station,,U,299891,95461,,,,
9100EXMOUTH,EXMOUTH,EXM,Exmouth Rail Station,,U,300002,81170,,,,
9100BRYSTNS,BRYSTNS,BYS,Braystones Rail Station,,U,300100,505978,,,,
9100LLHARAN,LLHARAN,LLR,Llanharan Rail Station,,U,300170,183060,,,,
9100ALTNBRC,ALTNBRC,ABC,Altnabreac Rail Station,,U,300340,945680,,,,
9100ABDARE,ABDARE,ABA,Aberdare Rail Station,,U,300400,202800,,,,
9100CILMERY,CILMERY,CIM,Cilmeri Rail Station,,U,300440,251250,,,,
9100LNLTHGW,LNLTHGW,LIN,Linlithgow Rail Station,,U,300510,677090,,,,
9100DINASR,DINASR,DMG,Dinas (Rhondda) Rail Station,,U,300570,191980,,,,
9100RHYL,RHYL,RHL,Rhyl Rail Station,,U,300900,381200,,,,
9100WCALDER,WCALDER,WCL,West Calder Rail Station,,U,302000,663400,,,,
9100FLIMBY,FLIMBY,FLM,Flimby Rail Station,,U,302070,533800,,,,
9100SELAFLD,SELAFLD,SEL,Sellafield Rail Station,,U,302080,503400,,,,
9100HELMSDL,HELMSDL,HMS,Helmsdale Rail Station,,U,302380,915475,,,,
9100CMBH,CMBH,CMH,Cwmbach Rail Station,,U,302400,201300,,,,
9100BUILTHR,BUILTHR,BHR,Builth Road Rail Station,,U,302500,253300,,,,
9100PORH,PORH,POR,Porth Rail Station,,U,302660,191350,,,,
9100CARSWS,CARSWS,CWS,Caersws Rail Station,,U,302890,291880,,,,
9100FORRES,FORRES,FOR,Forres Rail Station,,U,302950,858920,,,,
9100DUNKELD,DUNKELD,DKD,Dunkeld & Birnam Rail Station,,U,303080,741680,,,,
9100PONYCLN,PONYCLN,PYC,Pontyclun Rail Station,,U,303460,181459,,,,
9100LVNSTNN,LVNSTNN,LSN,Livingston North Rail Station,,U,303537,668663,,,,
9100FERNHIL,FERNHIL,FER,Fernhill Rail Station,,U,303600,199560,,,,
9100SEASCAL,SEASCAL,SSC,Seascale Rail Station,,U,303715,501060,,,,
9100MPRT,MPRT,MRY,Maryport Rail Station,,U,303840,536170,,,,
9100TREHAFD,TREHAFD,TRH,Trehafod Rail Station,,U,304470,191050,,,,
9100TIVIPW,TIVIPW,TVP,Tiverton Parkway Rail Station,,U,304520,113960,,,,
9100WHIMPLE,WHIMPLE,WHM,Whimple Rail Station,,U,304590,97368,,,,
9100MASH,MASH,MTA,Mountain Ash Rail Station,,U,304940,198960,,,,
9100MERTHYR,MERTHYR,MER,Merthyr Tydfil Rail Station,,U,305010,206000,,,,
9100LLDODW,LLDODW,LLO,Llandrindod Rail Station,,U,305930,261360,,,,
9100PNTRBCH,PNTRBCH,PTB,Pentre-Bach Rail Station,,U,306000,203800,,,,
9100PNRHCBR,PNRHCBR,PER,Penrhiwceiber Rail Station,,U,306050,197670,,,,
9100LVNSTNS,LVNSTNS,LVG,Livingston South Rail Station,,U,306140,665300,,,,
9100RHOOSE,RHOOSE,RIA,Rhoose Rail Station,,U,306200,166200,,,,
9100UPHALL,UPHALL,UHA,Uphall Rail Station,,U,306220,670570,,,,
9100DRIGG,DRIGG,DRI,Drigg Rail Station,,U,306340,498900,,,,
9100PSTA,PSTA,PRT,Prestatyn Rail Station,,U,306400,383100,,,,
9100TRDYRHW,TRDYRHW,TRD,Troed-y-Rhiw Rail Station,,U,307050,202380,,,,
9100PTYPRID,PTYPRID,PPD,Pontypridd Rail Station,,U,307190,189800,,,,
9100MERTHRV,MERTHRV,MEV,Merthyr Vale Rail Station,,U,307700,199500,,,,
9100ABRCYNS,ABRCYNS,ACY,Abercynon Rail Station,,U,308278,194824,,,,
9100TREFRST,TREFRST,TRF,Trefforest Rail Station,,U,308300,188900,,,,
9100RGLS,RGLS,RAV,Ravenglass Rail Station,,U,308540,496490,,,,
9100QUAKRSY,QUAKRSY,QYD,Quakers Yard Rail Station,,U,308600,196600,,,,
9100BOOTLE,BOOTLE,BOC,Bootle (Cumbria) Rail Station,,U,309370,489305,,,,
9100FENITON,FENITON,FNT,Feniton Rail Station,,U,309485,99355,,,,
9100SCSCLDR,SCSCLDR,SCT,Scotscalder Rail Station,,U,309600,956020,,,,
9100DNFRMLE,DNFRMLE,DFE,Dunfermline Town Rail Station,,U,309668,687102,,,,
9100PYBONT,PYBONT,PNY,Pen-y-Bont Rail Station,,U,309900,264800,,,,
9100KRKNWTN,KRKNWTN,KKN,Kirknewton Rail Station,,U,310500,667100,,,,
9100TRFRSTE,TRFRSTE,TRE,Trefforest Estate Rail Station,,U,310670,186280,,,,
9100BARRY,BARRY,BRY,Barry Rail Station,,U,310700,167200,,,,
9100NWTP,NWTP,NWT,Newtown (Powys) Rail Station,,U,311100,291300,,,,
9100RHYMNEY,RHYMNEY,RHY,Rhymney Rail Station,,U,311110,207470,,,,
9100ROSYTH,ROSYTH,ROS,Rosyth Rail Station,,U,311186,684546,,,,
9100PERTH,PERTH,PTH,Perth Rail Station,,U,311220,723133,,,,
9100THURSO,THURSO,THS,Thurso Rail Station,,U,311300,967920,,,,
9100BARRYIS,BARRYIS,BYI,Barry Island Rail Station,,U,311500,166700,,,,
9100DNFRMQM,DNFRMQM,DFL,Dunfermline Queen Margaret Rail Station,,U,311630,688440,,,,
9100PNTLTYN,PNTLTYN,PLT,Pontlottyn Rail Station,,U,311800,206100,,,,
9100BARRYDK,BARRYDK,BYD,Barry Docks Rail Station,,U,312400,167800,,,,
9100TAFFSWL,TAFFSWL,TAF,Taffs Well Rail Station,,U,312510,183190,,,,
9100IVRKTHG,IVRKTHG,INK,Inverkeithing Rail Station,,U,313100,683300,,,,
9100SILCRFT,SILCRFT,SIC,Silecroft Rail Station,,U,313100,481960,,,,
9100NQNSFRY,NQNSFRY,NQU,North Queensferry Rail Station,,U,313150,680830,,,,
9100CADOXTN,CADOXTN,CAD,Cadoxton Rail Station,,U,313240,168880,,,,
9100RADYR,RADYR,RDR,Radyr Rail Station,,U,313475,180450,,,,
9100LCKRBIE,LCKRBIE,LOC,Lockerbie Rail Station,,U,313780,581800,,,,
9100DLMY,DLMY,DAM,Dalmeny Rail Station,,U,313900,677900,,,,
9100DOLAU,DOLAU,DOL,Dolau Rail Station,,U,313920,267110,,,,
9100TIRPHIL,TIRPHIL,TIR,Tir-phil Rail Station,,U,314000,203200,,,,
9100YSTRADM,YSTRADM,YSM,Ystrad Mynach Rail Station,,U,314200,194300,,,,
9100ASPTRIA,ASPTRIA,ASP,Aspatria Rail Station,,U,314390,541260,,,,
9100FRWATER,FRWATER,FRW,Fairwater Rail Station,,U,314440,177940,,,,
9100DANESCT,DANESCT,DCT,Danescourt Rail Station,,U,314447,178674,,,,
9100CORYTON,CORYTON,COY,Coryton Rail Station,,U,314630,180888,,,,
9100LLBRDCH,LLBRDCH,LNB,Llanbradach Rail Station,,U,314700,190100,,,,
9100WAUNGRN,WAUNGRN,WNG,Waun-gron Park Rail Station,,U,314720,177300,,,,
9100LLANDAF,LLANDAF,LLN,Llandaf Rail Station,,U,314830,179550,,,,
9100ABER,ABER,ABE,Aber Rail Station,,U,314870,186950,,,,
9100DALGETY,DALGETY,DAG,Dalgety Bay Rail Station,,U,314890,684090,,,,
9100ERGNCHP,ERGNCHP,ECP,Energlyn & Churchill Park Rail Station,,U,314957,187866,,,,
9100PENGAM,PENGAM,PGM,Pengam Rail Station,,U,315030,197570,,,,
9100BARGOED,BARGOED,BGD,Bargoed Rail Station,,U,315100,200000,,,,
9100BRITHDR,BRITHDR,BHD,Brithdir Rail Station,,U,315200,202000,,,,
9100WHCH,WHCH,WHT,Whitchurch (Cardiff) Rail Station,,U,315225,180913,,,,
9100GLFCHFR,GLFCHFR,GFF,Gilfach Fargoed Rail Station,,U,315300,199100,,,,
9100DINASP,DINASP,DNS,Dinas Powys Rail Station,,U,315400,171000,,,,
9100HENGOED,HENGOED,HNG,Hengoed Rail Station,,U,315400,195000,,,,
9100GRGMASJ,GRGMASJ,GGJ,Georgemas Junction Rail Station,,U,315500,959300,,,,
9100CRPHLY,CRPHLY,CPH,Caerphilly Rail Station,,U,315650,186560,,,,
9100RHIWBNA,RHIWBNA,RHI,Rhiwbina Rail Station,,U,315870,180950,,,,
9100EASTBRK,EASTBRK,EBK,Eastbrook Rail Station,,U,316260,171650,,,,
9100BSPSLYD,BSPSLYD,BIB,Bishop's Lydeard,,U,316388,129039,,,,
9100HONITON,HONITON,HON,Honiton Rail Station,,U,316460,100340,,,,
9100CWDNBTH,CWDNBTH,COW,Cowdenbeath Rail Station,,U,316570,691850,,,,
9100NINIANP,NINIANP,NNP,Ninian Park Rail Station,,U,316640,175980,,,,
9100BCHGRV,BCHGRV,BCG,Birchgrove Rail Station,,U,316711,180978,,,,
9100TYGLAS,TYGLAS,TGS,Ty Glas Rail Station,,U,317080,180970,,,,
9100EBWVTN,EBWVTN,EBB,Ebbw Vale Town Rail Station,,U,317128,209353,,,,
9100MLLM,MLLM,MLM,Millom Rail Station,,U,317200,480200,,,,
9100LLBSTRD,LLBSTRD,LLT,Llanbister Road Rail Station,,U,317420,271620,,,,
9100GNTN,GNTN,GTN,Grangetown (Cardiff) Rail Station,,U,317455,174965,,,,
9100COGAN,COGAN,CGN,Cogan Rail Station,,U,317460,172560,,,,
9100EBWVPWY,EBWVPWY,EBV,Ebbw Vale Parkway Rail Station,,U,317539,207172,,,,
9100CURRIEH,CURRIEH,CUH,Curriehill Rail Station,,U,317640,668280,,,,
9100LTHH,LTHH,LVT,Lisvane & Thornhill Rail Station,,U,317880,183520,,,,
9100DGLROAD,DGLROAD,DGL,Dingle Road Rail Station,,U,318040,171890,,,,
9100HEATHLL,HEATHLL,HLL,Heath Low Level Rail Station,,U,318080,180300,,,,
9100LLISHEN,LLISHEN,LLS,Llanishen Rail Station,,U,318110,182200,,,,
9100HEATHHL,HEATHHL,HHL,Heath High Level Rail Station,,U,318111,180385,,,,
9100CRDFCEN,CRDFCEN,CDF,Cardiff Central Rail Station,,U,318194,175889,,,,
9100CATHAYS,CATHAYS,CYS,Cathays Rail Station,,U,318260,177320,,,,
9100EDINPRK,EDINPRK,EDP,Edinburgh Park Rail Station,,U,318390,671270,,,,
9100PENARTH,PENARTH,PEN,Penarth Rail Station,,U,318460,171420,,,,
9100LCHGLLY,LCHGLLY,LCG,Lochgelly Rail Station,,U,318500,694400,,,,
9100CARDFQS,CARDFQS,CDQ,Cardiff Queen Street Rail Station,,U,318838,176539,,,,
9100STHGYLE,STHGYLE,SGL,South Gyle Rail Station,,U,318920,672240,,,,
9100GREENRD,GREENRD,GNR,Green Road Rail Station,,U,318930,483920,,,,
9100CARDFBR,CARDFBR,CDB,Cardiff Bay Rail Station,,U,319074,174883,,,,
9100ABDO,ABDO,AUR,Aberdour Rail Station,,U,319100,685400,,,,
9100ANNAN,ANNAN,ANN,Annan Rail Station,,U,319300,566200,,,,
9100WHAILES,WHAILES,WTA,Wester Hailes Rail Station,,U,319820,669770,,,,
9100BAROW,BAROW,BIF,Barrow-in-Furness Rail Station,,U,319955,469932,,,,
9100FOXFILD,FOXFILD,FOX,Foxfield Rail Station,,U,320880,485460,,,,
9100LLGUNLO,LLGUNLO,LGO,Llangynllo Rail Station,,U,320990,273030,,,,
9100KNGW,KNGW,KGE,Kingsknowe Rail Station,,U,321040,670248,,,,
9100NBRWGE,NBRWGE,NBE,Newbridge Rail Station,,U,321053,196956,,,,
9100WKIRBY,WKIRBY,WKI,West Kirby Rail Station,,U,321340,386910,,,,
9100ASKAM,ASKAM,ASK,Askam Rail Station,,U,321500,477688,,,,
9100LLHLETH,LLHLETH,LTH,Llanhilleth Rail Station,,U,321645,200783,,,,
9100CDND,CDND,CDD,Cardenden Rail Station,,U,321700,695000,,,,
9100HOYLAKE,HOYLAKE,HYK,Hoylake Rail Station,,U,321700,388800,,,,
9100ELGIN,ELGIN,ELG,Elgin Rail Station,,U,321823,862199,,,,
9100ROOSE,ROOSE,ROO,Roose Rail Station,,U,322010,469470,,,,
9100CRSKEYS,CRSKEYS,CKY,Crosskeys Rail Station,,U,322132,191943,,,,
9100MNRD,MNRD,MNR,Manor Road Rail Station,,U,322200,389300,,,,
9100SLATEFD,SLATEFD,SLA,Slateford Rail Station,,U,322400,671100,,,,
9100KRKBYIF,KRKBYIF,KBF,Kirkby-in-Furness Rail Station,,U,322700,482540,,,,
9100TAUNTON,TAUNTON,TAU,Taunton Rail Station,,U,322755,125460,,,,
9100WELSHPL,WELSHPL,WLP,Welshpool Rail Station,,U,322995,307251,,,,
9100DALTON,DALTON,DLT,Dalton Rail Station,,U,323100,473800,,,,
9100BISLND,BISLND,BTS,Burntisland Rail Station,,U,323300,685600,,,,
9100MELS,MELS,MEO,Meols Rail Station,,U,323350,389800,,,,
9100HAYMRKT,HAYMRKT,HYM,Haymarket Rail Station,,U,324000,673200,,,,
9100RISCA,RISCA,RCA,Risca & Pontymister Rail Station,,U,324458,190233,,,,
9100FLINT,FLINT,FLN,Flint Rail Station,,U,324500,373100,,,,
9100WIGTON,WIGTON,WGT,Wigton Rail Station,,U,325300,548875,,,,
9100KNUCKLS,KNUCKLS,KNU,Knucklas Rail Station,,U,325400,274100,,,,
9100EDINBUR,EDINBUR,EDB,Edinburgh Rail Station,,U,325900,673900,,,,
9100MOTO,MOTO,MRT,Moreton (Merseyside) Rail Station,,U,326074,390621,,,,
9100ROGRSTN,ROGRSTN,ROR,Rogerstone Rail Station,,U,326214,189069,,,,
9100KGHN,KGHN,KGH,Kinghorn Rail Station,,U,327000,686900,,,,
